EmployeeID,FirstName,LastName,Department,Designation,JoiningDate,Salary,Age,YearsOfExperience,Performance_Rating,Project_Count
1978,Rajesh,Rao,Engineering,Manager,10/20/2015,2017826,39,27,4.26,14
1979,Kavya,Verma,HR,Associate,10/7/2019,950332,40,13,2.98,8
1980,Amit,Sharma,Marketing,Senior Manager,4/18/2021,1013391,27,23,1.54,7
1981,Pooja,Gupta,Finance,Manager,4/13/2023,1861232,37,17,4.54,1
1982,Nikhil,Verma,Sales,Manager,10/30/2022,805350,29,11,3.6,5
1983,Vikram,Kumar,HR,Senior Manager,10/8/2017,637164,39,3,1.65,2
1984,Ananya,Rao,Sales,Associate,5/27/2024,2320880,33,9,1.13,6
1985,Sneha,Desai,HR,Software Engineer,3/29/2016,349476,31,28,1.56,7
1986,Pooja,Nair,Marketing,Senior Manager,9/30/2023,1787564,28,16,3.44,14
1987,Priya,Nair,Marketing,Senior Manager,9/13/2024,2309810,22,3,1.72,14
1988,Rohan,Nair,Marketing,Senior Manager,10/8/2016,1555959,57,11,1.9,7
1989,Divya,Patel,Operations,Manager,3/20/2022,369093,42,12,1.1,3
1990,Rohan,Kumar,Marketing,Data Analyst,5/28/2015,2413687,58,28,3.89,7
1991,Ananya,Rao,Engineering,Software Engineer,1/19/2019,1919426,45,26,4.24,5
1992,Vikram,Verma,Engineering,Associate,2/28/2020,1729762,46,28,4.19,8
1993,Nikhil,Patel,Operations,Associate,10/20/2020,556323,28,3,1.51,12
1994,Rajesh,Kumar,Finance,Data Analyst,5/9/2024,2224088,38,9,4.61,8
1995,Vikram,Desai,Sales,Senior Manager,9/19/2021,2438421,50,24,3.69,7
1996,Ananya,Gupta,HR,Software Engineer,10/23/2019,1429250,51,2,4.59,6
1997,Vikram,Rao,HR,Associate,2/3/2023,1128894,28,14,2.79,2
1998,Ananya,Nair,Operations,Executive,7/1/2024,1220631,54,1,2.75,6
1999,Ananya,Sharma,Engineering,Associate,3/22/2015,585291,28,24,4.14,13
2000,Arjun,Rao,HR,Senior Manager,10/26/2024,1949959,45,24,1.37,12
2001,Sneha,Reddy,Engineering,Executive,11/11/2015,2488077,32,16,3.08,11
2002,Rohan,Kumar,Finance,Data Analyst,2/20/2023,890669,30,5,4.35,9
2003,Divya,Singh,Sales,Software Engineer,10/20/2017,1590906,33,25,4.32,2
2004,Arjun,Desai,Finance,Data Analyst,4/27/2016,1362307,56,7,4.82,1
2005,Nikhil,Gupta,Operations,Data Analyst,5/25/2019,1735367,25,2,3.79,11
2006,Arjun,Desai,Marketing,Software Engineer,6/8/2021,1840450,57,26,1.83,13
2007,Amit,Rao,Marketing,Software Engineer,10/22/2018,1989576,49,24,1.08,5
2008,Amit,Singh,Marketing,Associate,7/19/2015,565976,34,17,2.92,11
2009,Divya,Reddy,Finance,Associate,12/28/2020,1905196,44,21,3.05,6
2010,Vikram,Verma,HR,Software Engineer,1/7/2024,312467,40,0,1.96,3
2011,Sneha,Sharma,Sales,Executive,10/30/2018,1389601,58,28,1.5,8
2012,Divya,Singh,Marketing,Manager,2/28/2017,1492755,45,15,3.34,7
2013,Ananya,Kumar,Operations,Associate,6/4/2019,1345851,37,6,4.06,2
2014,Priya,Nair,Operations,Manager,6/26/2015,377994,54,2,4.97,12
2015,Sneha,Reddy,Marketing,Executive,3/14/2023,394202,33,22,4.03,7
2016,Kavya,Sharma,Marketing,Software Engineer,4/5/2023,1947982,55,3,4.17,1
2017,Rohan,Gupta,Sales,Executive,11/16/2020,1734730,28,8,3.47,9
2018,Sneha,Nair,Marketing,Associate,7/12/2018,744854,32,4,4.94,13
2019,Ananya,Rao,Sales,Data Analyst,12/29/2022,460185,52,18,3.56,7
2020,Ananya,Singh,Operations,Software Engineer,7/17/2020,2481515,50,14,4.44,6
2021,Rajesh,Sharma,Marketing,Senior Manager,4/3/2023,2258615,34,7,4.78,13
2022,Divya,Patel,Finance,Manager,4/23/2021,1278534,52,5,4.72,2
2023,Ananya,Verma,Finance,Executive,11/3/2022,573958,23,17,2.53,3
2024,Amit,Verma,Operations,Software Engineer,12/24/2020,1195668,36,18,1.31,1
2025,Nikhil,Reddy,Sales,Executive,2/20/2019,1618155,32,23,1.69,10
2026,Priya,Gupta,Finance,Software Engineer,7/28/2024,1284588,55,14,1.24,13
2027,Rohan,Reddy,Sales,Associate,5/29/2020,555095,25,25,1.42,5
2028,Divya,Patel,Finance,Associate,1/17/2021,781632,32,6,1.74,9
2029,Pooja,Kumar,Finance,Associate,3/15/2017,1609752,50,9,2.36,13
2030,Amit,Gupta,Sales,Executive,4/2/2021,1381516,23,5,3.17,6
2031,Kavya,Desai,HR,Senior Manager,9/17/2020,829954,37,13,3.85,5
2032,Vikram,Kumar,Finance,Associate,11/5/2016,1209834,34,16,1.84,12
2033,Ananya,Gupta,Marketing,Software Engineer,8/6/2015,1711910,58,8,3.69,3
2034,Pooja,Gupta,Operations,Associate,1/14/2021,1711188,38,18,3.82,5
2035,Ananya,Patel,HR,Data Analyst,8/19/2022,326505,42,29,3.23,8
2036,Sneha,Rao,Sales,Associate,3/25/2020,1129601,40,4,4.61,12
2037,Amit,Patel,HR,Executive,4/7/2017,1552930,28,22,1.44,2
2038,Sneha,Gupta,Engineering,Senior Manager,8/29/2021,1950375,59,6,1.71,5
2039,Rajesh,Sharma,Engineering,Data Analyst,10/20/2015,2175530,29,18,2.71,6
2040,Sneha,Kumar,Finance,Executive,6/1/2019,512204,34,19,1.51,10
2041,Rajesh,Patel,Finance,Executive,8/19/2016,828168,58,25,3.27,8
2042,Kavya,Rao,Marketing,Executive,11/4/2016,1273215,23,6,2.59,8
2043,Rajesh,Singh,Operations,Software Engineer,1/8/2017,867827,32,23,2.14,5
2044,Pooja,Reddy,HR,Executive,11/12/2018,1567633,45,1,1.68,9
2045,Ananya,Gupta,Engineering,Software Engineer,7/6/2015,807800,27,24,2.34,4
2046,Vikram,Desai,Finance,Executive,12/22/2018,1453419,47,22,3.43,12
2047,Rohan,Singh,Operations,Manager,2/11/2020,2326182,28,15,3.3,9
2048,Sneha,Verma,HR,Data Analyst,10/31/2019,743942,40,12,1.65,11
2049,Rohan,Nair,Finance,Manager,10/29/2018,348784,27,7,1.5,7
2050,Amit,Rao,Finance,Executive,5/21/2023,2309413,50,5,1.11,6
2051,Rajesh,Desai,Engineering,Data Analyst,6/14/2016,2073462,23,5,1.05,4
2052,Ananya,Nair,Engineering,Data Analyst,1/20/2020,353997,40,8,4.52,2
2053,Priya,Rao,Finance,Senior Manager,8/15/2015,2390053,25,3,1.18,8
2054,Divya,Sharma,Sales,Manager,9/17/2015,481413,27,26,3.92,6
2055,Pooja,Reddy,Finance,Senior Manager,9/25/2020,1760865,58,10,4.49,12
2056,Vikram,Singh,Operations,Data Analyst,8/27/2020,1713119,49,4,1.39,3
2057,Arjun,Kumar,Finance,Software Engineer,10/10/2023,1100981,51,24,2.75,7
2058,Pooja,Rao,Marketing,Data Analyst,7/29/2020,2349875,28,16,4.85,10
2059,Kavya,Kumar,Marketing,Senior Manager,8/4/2024,1040686,30,19,4.34,7
2060,Priya,Reddy,Marketing,Manager,6/27/2015,1817307,46,6,2.96,6
2061,Divya,Gupta,Sales,Executive,12/24/2015,1762108,54,26,4.05,2
2062,Priya,Verma,Sales,Executive,6/10/2015,1180292,22,14,4.33,8
2063,Sneha,Singh,Finance,Manager,11/7/2016,848912,27,24,2.39,1
2064,Rajesh,Reddy,Marketing,Executive,5/29/2020,1827573,39,14,4.57,13
2065,Vikram,Reddy,Sales,Executive,6/14/2021,870993,31,13,2.88,1
2066,Nikhil,Sharma,Engineering,Senior Manager,6/16/2015,1962190,49,12,3.11,6
2067,Rajesh,Nair,Finance,Manager,6/14/2024,1146822,32,10,5,5
2068,Nikhil,Verma,Operations,Associate,6/1/2023,2465521,54,27,4.37,9
2069,Rohan,Singh,HR,Software Engineer,12/18/2017,1550469,22,12,2.45,13
2070,Divya,Gupta,Finance,Software Engineer,10/9/2015,1620309,34,25,1.04,12
2071,Ananya,Gupta,HR,Executive,9/12/2016,1985876,58,21,3.5,7
2072,Arjun,Patel,Marketing,Software Engineer,4/8/2016,2208189,41,27,3.82,2
2073,Amit,Reddy,HR,Manager,3/25/2016,1000146,22,23,3.6,13
2074,Rajesh,Rao,Marketing,Manager,3/7/2020,2473577,24,28,4.87,12
2075,Vikram,Sharma,Engineering,Data Analyst,6/16/2017,2296366,39,8,4.45,7
2076,Kavya,Verma,HR,Data Analyst,7/31/2018,1888858,35,9,2.8,3
2077,Kavya,Gupta,Finance,Software Engineer,11/20/2024,1318543,52,3,1.25,1
2078,Priya,Singh,Marketing,Associate,11/2/2021,411915,48,16,2.9,11
2079,Vikram,Patel,Finance,Data Analyst,6/25/2024,685105,38,13,3.76,8
2080,Divya,Singh,Sales,Data Analyst,6/4/2016,1453248,50,23,3.43,14
2081,Rohan,Sharma,Marketing,Manager,10/26/2018,618821,57,17,3.15,12
2082,Nikhil,Rao,HR,Associate,7/17/2020,332930,58,10,2.88,3
2083,Priya,Patel,Marketing,Executive,10/8/2015,1421889,47,15,2.18,11
2084,Kavya,Patel,Finance,Software Engineer,1/16/2015,1049211,38,0,2.11,8
2085,Amit,Nair,Engineering,Data Analyst,9/13/2021,2293384,43,28,3,7
2086,Amit,Verma,Marketing,Associate,5/31/2021,1444634,46,6,1.64,12
2087,Rajesh,Patel,HR,Associate,2/8/2019,2485028,23,27,2.36,2
2088,Divya,Nair,Sales,Software Engineer,11/23/2019,909654,43,9,2.3,13
2089,Ananya,Nair,Operations,Associate,2/25/2019,837691,26,8,3.35,14
2090,Kavya,Sharma,Engineering,Associate,3/29/2015,1072838,25,26,1.27,14
2091,Divya,Kumar,Sales,Associate,5/9/2018,561420,57,27,4.32,1
2092,Rohan,Singh,Marketing,Data Analyst,10/8/2016,777843,27,27,3.25,7
2093,Nikhil,Rao,Finance,Software Engineer,12/26/2015,635639,42,24,3.68,13
2094,Vikram,Desai,Finance,Associate,7/24/2024,658234,34,2,3.81,1
2095,Kavya,Singh,HR,Associate,12/27/2020,1647421,58,21,2.17,6
2096,Amit,Patel,Finance,Data Analyst,4/13/2022,696601,46,22,2.88,13
2097,Vikram,Rao,Engineering,Software Engineer,2/25/2018,2125260,47,13,4.82,11
2098,Vikram,Gupta,Finance,Manager,12/5/2018,2365306,41,25,4.07,10
2099,Vikram,Kumar,HR,Data Analyst,5/14/2017,881529,54,24,4.88,11
2100,Amit,Gupta,Operations,Software Engineer,12/20/2015,2462182,35,14,3.99,10
2101,Rohan,Gupta,Marketing,Associate,10/15/2016,1512980,57,1,1.7,8
2102,Pooja,Verma,Marketing,Software Engineer,12/20/2022,1555973,38,23,1.26,7
2103,Sneha,Singh,Finance,Software Engineer,10/9/2021,405185,42,13,3.31,4
2104,Nikhil,Desai,Sales,Executive,6/19/2020,355182,37,15,2.43,1
2105,Pooja,Sharma,Marketing,Software Engineer,10/1/2019,1977465,37,6,2.1,1
2106,Nikhil,Desai,Operations,Manager,3/20/2024,1003023,41,3,4.23,4
2107,Priya,Gupta,Finance,Software Engineer,9/23/2015,1152318,50,17,2.47,5
2108,Divya,Patel,HR,Manager,10/21/2017,2172508,49,23,2.27,12
2109,Divya,Kumar,Operations,Associate,7/1/2018,908434,29,26,4.4,7
2110,Arjun,Reddy,Finance,Manager,10/26/2022,1306630,45,4,4.39,14
2111,Divya,Desai,Operations,Associate,12/1/2024,872285,24,5,2.43,4
2112,Amit,Gupta,Marketing,Associate,5/28/2017,444375,46,29,4.33,10
2113,Ananya,Kumar,HR,Manager,9/27/2023,1819644,40,26,4.4,14
2114,Rajesh,Rao,Finance,Data Analyst,4/20/2023,335187,54,6,2.7,12
2115,Arjun,Singh,Engineering,Senior Manager,3/30/2017,1289280,23,14,1.27,1
2116,Rajesh,Nair,HR,Software Engineer,12/28/2018,957253,36,25,1.01,11
2117,Nikhil,Verma,Engineering,Executive,2/4/2019,2017689,43,0,3.09,10
2118,Rajesh,Kumar,Operations,Senior Manager,10/10/2024,1818560,31,23,2.38,7
2119,Rajesh,Patel,Sales,Software Engineer,10/22/2016,2194420,39,3,4.99,2
2120,Arjun,Patel,HR,Software Engineer,12/26/2022,841797,43,28,4.09,13
2121,Priya,Kumar,Operations,Associate,5/4/2018,368653,48,24,4.05,11
2122,Vikram,Patel,Engineering,Software Engineer,4/21/2022,992289,34,0,4.82,2
2123,Divya,Singh,Marketing,Executive,3/14/2019,1542222,54,10,4.55,8
2124,Divya,Patel,Marketing,Software Engineer,10/12/2020,2096218,26,17,2.27,12
2125,Amit,Desai,Sales,Manager,4/28/2023,2104898,47,13,1.66,10
2126,Arjun,Nair,HR,Senior Manager,1/14/2023,852226,34,21,3.98,10
2127,Amit,Patel,HR,Manager,8/29/2023,1204603,48,10,2.51,10
2128,Ananya,Nair,HR,Executive,8/6/2015,560710,35,9,2.89,5
2129,Ananya,Gupta,Operations,Software Engineer,11/30/2021,1580896,45,26,3.52,10
2130,Amit,Sharma,Sales,Executive,5/25/2016,2340403,24,29,4.63,2
2131,Arjun,Singh,HR,Associate,2/26/2019,1753953,51,16,2.68,5
2132,Amit,Sharma,Operations,Manager,6/25/2020,1238193,56,3,4.13,8
2133,Divya,Gupta,Marketing,Manager,1/9/2019,1705419,35,23,2.07,6
2134,Pooja,Singh,Engineering,Data Analyst,3/11/2020,1843103,33,14,3.79,3
2135,Sneha,Kumar,Operations,Software Engineer,12/16/2024,2078244,49,25,1.01,8
2136,Rajesh,Kumar,Marketing,Associate,5/8/2016,888033,50,15,4.49,14
2137,Sneha,Nair,Marketing,Manager,10/1/2021,1480859,38,20,1.12,9
2138,Arjun,Gupta,Engineering,Manager,12/16/2018,693445,42,12,3.85,5
2139,Rohan,Nair,Marketing,Associate,4/30/2016,2280425,44,8,1.19,13
2140,Sneha,Verma,Sales,Executive,8/2/2016,856107,41,10,2.06,2
2141,Ananya,Patel,Engineering,Executive,6/26/2024,2444931,32,10,2.99,2
2142,Nikhil,Reddy,Marketing,Software Engineer,10/16/2023,1761742,55,5,2.68,7
2143,Rajesh,Verma,Finance,Data Analyst,1/24/2024,1709993,31,0,1.77,1
2144,Vikram,Patel,Operations,Manager,11/28/2024,2378937,31,21,2.34,10
2145,Rohan,Singh,Marketing,Data Analyst,1/30/2017,827340,27,5,3.91,12
2146,Arjun,Nair,Sales,Executive,7/21/2018,1655097,57,12,3.68,2
2147,Rajesh,Singh,HR,Executive,9/8/2021,2355397,45,21,1.29,10
2148,Sneha,Singh,Marketing,Senior Manager,11/1/2019,1547486,33,23,3.99,4
2149,Ananya,Patel,HR,Software Engineer,3/8/2019,2248697,44,21,1.21,1
2150,Priya,Gupta,Finance,Senior Manager,7/30/2018,1325607,48,4,3.17,4
2151,Pooja,Patel,Marketing,Senior Manager,12/7/2020,1495268,58,14,2.04,13
2152,Vikram,Rao,Engineering,Senior Manager,10/1/2020,1379037,27,26,3.35,12
2153,Rohan,Kumar,HR,Software Engineer,8/12/2016,1315930,22,17,2.05,11
2154,Pooja,Kumar,Finance,Software Engineer,9/18/2019,1155695,27,19,4.94,13
2155,Rajesh,Verma,Engineering,Associate,7/13/2020,412036,43,13,2.24,10
2156,Ananya,Kumar,Engineering,Data Analyst,9/12/2020,488674,45,14,1.97,5
2157,Ananya,Patel,Engineering,Data Analyst,2/5/2017,1189694,46,25,2.11,9
2158,Sneha,Desai,Engineering,Associate,6/2/2022,890348,36,4,4.59,1
2159,Divya,Nair,Marketing,Associate,4/2/2015,1671446,47,25,3.54,12
2160,Sneha,Patel,Operations,Executive,7/19/2018,1209121,29,3,3.92,5
2161,Divya,Patel,Marketing,Senior Manager,10/18/2022,2440314,45,1,4.67,2
2162,Divya,Reddy,Marketing,Associate,8/20/2020,573497,59,6,4.65,9
2163,Vikram,Nair,Finance,Manager,8/11/2017,2425629,27,9,3.96,6
2164,Sneha,Rao,Finance,Data Analyst,12/11/2021,2028506,56,15,1.79,2
2165,Kavya,Kumar,Operations,Associate,9/1/2020,2483525,22,9,4.37,14
2166,Priya,Nair,Finance,Manager,12/16/2022,993464,57,17,1.82,3
2167,Rohan,Kumar,Sales,Manager,5/6/2022,1018730,33,16,3.97,14
2168,Amit,Verma,Operations,Manager,2/4/2021,1877415,59,29,3.74,8
2169,Amit,Nair,Finance,Executive,11/17/2019,368359,32,20,4.04,1
2170,Sneha,Kumar,Operations,Executive,5/1/2016,773919,33,27,3.13,12
2171,Sneha,Rao,Marketing,Manager,8/11/2017,1658356,28,12,3.55,3
2172,Pooja,Sharma,Marketing,Executive,3/10/2019,1815719,32,0,4.81,13
2173,Rohan,Singh,Operations,Senior Manager,12/27/2020,1116117,57,0,1.4,10
2174,Rohan,Singh,Sales,Manager,2/19/2020,1137566,52,14,2.24,1
2175,Vikram,Rao,Sales,Senior Manager,11/17/2017,1456543,54,0,3.45,11
2176,Sneha,Reddy,Operations,Senior Manager,1/24/2015,394455,34,5,4.86,11
2177,Rohan,Sharma,Finance,Manager,12/17/2019,1809639,39,24,1.38,8
2178,Pooja,Verma,HR,Data Analyst,11/8/2017,1523981,45,25,1.09,1
2179,Divya,Rao,Sales,Manager,5/5/2022,489937,30,12,1.22,13
2180,Ananya,Singh,Engineering,Manager,3/29/2015,2458344,52,26,1.21,5
2181,Ananya,Singh,Marketing,Executive,11/4/2020,1135165,31,27,4.63,4
2182,Divya,Singh,Operations,Manager,5/29/2024,1112425,23,0,3.89,7
2183,Arjun,Gupta,Engineering,Data Analyst,9/28/2016,2034428,59,4,3.71,14
2184,Pooja,Rao,Operations,Executive,9/18/2019,586287,36,8,3.09,5
2185,Rohan,Patel,Marketing,Software Engineer,11/30/2015,2343683,24,29,4.13,8
2186,Kavya,Verma,Marketing,Software Engineer,4/2/2021,1853749,52,24,1.62,12
2187,Pooja,Singh,Sales,Senior Manager,7/2/2020,756104,27,16,2.57,14
2188,Divya,Kumar,Sales,Senior Manager,1/26/2019,2466503,24,15,2.96,11
2189,Priya,Rao,Engineering,Data Analyst,3/18/2020,534085,32,7,1.44,1
2190,Nikhil,Gupta,Operations,Associate,12/17/2023,1058171,36,16,2.68,5
2191,Rajesh,Rao,Marketing,Software Engineer,12/17/2016,798095,49,14,2.27,4
2192,Divya,Verma,Engineering,Senior Manager,3/24/2015,2467461,31,23,1.14,3
2193,Kavya,Gupta,HR,Software Engineer,8/12/2023,986093,59,0,1.55,5
2194,Rohan,Verma,Engineering,Data Analyst,10/7/2020,1467732,28,11,4.06,10
2195,Kavya,Rao,Finance,Data Analyst,11/25/2023,1790424,36,4,1.07,3
2196,Kavya,Patel,Engineering,Associate,12/18/2020,321576,39,23,4.74,8
2197,Sneha,Verma,Finance,Associate,2/5/2023,1335865,39,5,1.35,13
2198,Sneha,Gupta,Finance,Executive,4/18/2019,1628668,45,24,4.2,3
2199,Vikram,Gupta,Finance,Data Analyst,6/29/2022,2486203,23,0,4.59,1
2200,Divya,Verma,HR,Senior Manager,2/15/2024,2332342,41,24,4.76,9
